CMPD_CHEMBLID,exp,smiles
CHEMBL2147474,99.79,COc1cc(ccc1OC[C@H](O)C2CC2)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5
CHEMBL2070117,95.12,COc1cnc(nc1N2CCCCC2)c3ccccn3
CHEMBL1463345,94.06,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]45CCC(=O)O5
CHEMBL1076,21.99,COc1ccc(OC)c(c1)C(O)CN
CHEMBL1621884,73.36,COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F
CHEMBL463981,90.91,OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F
CHEMBL569185,93.67,COc1ccc(CCN2[C@@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1
CHEMBL1824035,90.72,CN(C)S(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL2207599,90.72,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccccc2)c3ccccc3
CHEMBL1950842,49.42,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C(C)(C)C
CHEMBL2179271,98.21,CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL2151322,91.82,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23
CHEMBL1614705,74.69,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4
CHEMBL1683934,88.11,O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45
CHEMBL1956163,98.4,O=C(Nc1cccc2cccnc12)[C@@H]3CC[C@H](CC3)N4C(=O)[C@@H]5[C@@H]6CC[C@@H](C6)[C@@H]5C4=O
CHEMBL1257491,99.85,Oc1ccc2cc(CNCCc3ccc(Br)cc3)c(nc2c1)c4ccsc4
CHEMBL1916261,99.28,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL396043,98.78,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13
CHEMBL1263,93.39,OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2
CHEMBL2164043,96.79,Fc1cnc(CCN2C(C(=O)NCc3ccc(F)c(OC(F)(F)F)c3)c4ccccc4C2=O)nc1
CHEMBL2180015,99.4,CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4
CHEMBL2325642,98,Fc1cc(c(F)cc1Oc2ccc(Cl)cc2c3ccnn3C4CNC4)S(=O)(=O)Nc5ncns5
CHEMBL1322893,40.89,COc1ccccc1c2csc(n2)n3ncc(C#N)c3N
CHEMBL1454310,99.8,Cc1cc(I)cc2C3C=CCC3C(Nc12)C(=O)O
CHEMBL1290383,99.34,Clc1ccc(cc1)c2oc3C=CN(C(=O)c3c2)c4ccc5c(cnn5CCN6CCCC6)c4
CHEMBL1312533,97.91,CC(=O)NC1CC2CCCC(C1)N2C(=O)Nc3ccc(Cl)c(c3)C(F)(F)F
CHEMBL2335878,98.89,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL16073,34.94,CCOc1ccc(NC(=O)C)cc1
CHEMBL1789155,41.45,NCC[C@@H](Sc1cc(Cl)ccc1C#N)c2ccccc2
CHEMBL2147306,99.8,COc1ncc(cn1)c2c(C)ccc(F)c2CCNC(=O)c3ccc(OCC(F)(F)F)nc3
CHEMBL2171018,99.92,COc1cccc(c1)C(=O)NCCN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL568,96.17,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O
CHEMBL1824037,75.12,[O-][N+](=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL561368,99.44,CC(C)NC(=O)c1cnc(N2CCC(CC2)N3C(=O)OCc4ccccc34)c(Cl)c1
CHEMBL407,55.73,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23
CHEMBL2070137,99.89,CCS(=O)(=O)c1ccc2[nH]c(nc2c1)c3cccc(c3)c4ccccc4
CHEMBL398149,89.27,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n4ncc(C#N)c4n2)c1
CHEMBL1539037,82.39,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1
CHEMBL2207665,93.53,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F
CHEMBL1824030,86.59,Oc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL2164670,94.9,COc1ccccc1C(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(Cc4ccc(F)cc4)CC3)C#N
CHEMBL2021721,96,COc1ccc2cc(ccc2c1)S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@H](C)CCC[C@@H]4C)cc3)C(=O)N(C)C(C)C)c5ccc6OCOc6c5
CHEMBL1957848,89.91,Clc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1
CHEMBL2018954,99.67,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c3ccc(C)cc3)cc1OCCN(C)C
CHEMBL560167,89.05,OCCCNCCOc1cc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c(Cl)cn1
CHEMBL602180,93.39,COc1cnc(nc1N2CCCC2)c3ccccn3
CHEMBL2151321,94.19,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc23
CHEMBL1435,90.32,Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C(=O)O)s1
CHEMBL1282,85.19,CC(C)Cn1cnc2c(N)nc3ccccc3c12
CHEMBL2088413,97.07,Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1
CHEMBL1173055,76.81,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34
CHEMBL1256568,76.81,OC(=O)CNC(=O)c1ncccc1O
CHEMBL1916277,99.34,CC1CCCCC1NC(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4
CHEMBL232656,97.95,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc3ccc(Cl)cc3NC(=O)N
CHEMBL2042018,81.01,NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2
CHEMBL83597,86.32,CN1CCC[C@@H]1Cc2c[nH]c3ccc(Nc4ncccc4[N+](=O)[O-])cc23
CHEMBL429682,98.86,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13
CHEMBL1778647,98.47,CCS(=O)(=O)c1ccc(c2cc(Cl)ccc2OCC(=O)O)c(c1)C(F)(F)F
CHEMBL2062578,98.09,OCc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1
CHEMBL1230662,91.99,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)C(C)(C)C
CHEMBL809,98.54,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13
CHEMBL1951080,87.37,COc1cc(OC)c(cc1NC(=O)CSCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23
CHEMBL205526,99.9,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc12
CHEMBL2207596,95.63,COc1cc(O)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23
CHEMBL480830,85.77,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(CC4)C(C)C
CHEMBL256668,98.86,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13
CHEMBL507674,90.12,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O
CHEMBL400585,98.61,OC(=O)COn1c(nc2ccc(cc12)[N+](=O)[O-])c3ccccc3
CHEMBL282479,98.51,Oc1ccc(Cl)cc1C2(O)C(=O)Nc3cc(ccc23)C(F)(F)F
CHEMBL513588,99.6,Cc1ncc(NC(=O)c2cc(NC(=O)c3cc(F)cc(Cl)c3)ccc2Cl)s1
CHEMBL1532611,96.57,Nc1ccc(OCCc2ccccc2)cc1
CHEMBL1921946,88.35,C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccccn4)CCC2CC3)c5ccccc5
CHEMBL2177173,92.16,CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(N)c(n3)C(=O)Nc4cnccc4CN5CCCC5
CHEMBL1477,99.01,COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C
CHEMBL1650724,94.32,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4
CHEMBL225519,41.45,O=C1NCCc2[nH]c(cc12)c3ccncc3
CHEMBL1801504,79.92,Fc1ccc2C(=CC(=O)Nc2c1F)Cn3c(nc4nccnc34)C5CCC5
CHEMBL2164744,80.65,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1
CHEMBL2158783,96.26,Cc1c(Cl)ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)c1Cl
CHEMBL411329,97.86,O[C@@H]([C@@H]1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F
CHEMBL1938680,97.32,Clc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(cc3)N4CCNCC4
CHEMBL2144069,99.61,CN1C=Nc2ccc(Nc3cc(NC(=O)c4cccc(c4)C(C)(C)C#N)ccc3C)cc2C1=O
CHEMBL395340,99.6,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC(C)C)sc13
CHEMBL481423,96.42,COc1cc2ncc(C(=O)N)c(Nc3ccc(Cl)c(Cl)c3)c2cc1N4CCN(C)CC4
CHEMBL1402150,71.99,Fc1ccc(cc1F)N2C=CN=C(SCC(=O)NC3CCCC3)C2=O
CHEMBL384536,75.55,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5C[C@H](O)CO5
CHEMBL2164364,91.82,FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3ncccn3)C(=O)c4ccccc24)cc1
CHEMBL1921922,86.05,Cc1ccc(CCC[N+]23CCC(CC2)[C@H](C3)OC(=O)[C@@](C)(N4CCCCC4)c5ccccc5)cn1
CHEMBL2147316,99.31,COc1cnc(cn1)c2ccccc2C(F)(F)CNC(=O)c3ccc(COCC(F)(F)F)nc3
CHEMBL1416617,98.7,Cc1nn(c(N)c1c2ccccc2)c3ccccc3
CHEMBL644,93.1,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
CHEMBL262273,78.01,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)N2CCCC2)C(F)(F)F
CHEMBL2139925,99.65,CCc1nc2ccc(cn2c1N(C)Cc3cccs3)C(=O)NCc4ccc5OCOc5c4
CHEMBL2349329,99.14,CC(C)C[C@H](CO)Nc1nc(SCc2cccc(c2)C#N)nc3nc(N)sc13
CHEMBL1610669,93.24,CC(C)CCOc1ccc(N)cc1
CHEMBL23,75.97,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C
CHEMBL168634,91.64,Cc1ccc(cc1)S(=O)(=O)N2N=Cc3ccccc3B2O
CHEMBL173706,40.34,CC(C)(C)NCC(O)COc1nsnc1N2CCOCC2
CHEMBL591931,89.91,NC(=N)c1cc2c(cccc2s1)c3ccccc3
CHEMBL2164742,79.17,O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4ccc5OCC(=O)Nc5n4
CHEMBL2058280,93.1,Nc1scc2C(=NN(C(=O)c12)c3ccc(F)cc3)C(=O)NC4CC4
CHEMBL2207281,87.62,OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2331738,97.38,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3cccc(Oc4ccccc4)c3)C(=O)NC1=O
CHEMBL1525826,76.81,COc1nccnc1NS(=O)(=O)c2ccc(N)cc2
CHEMBL219046,99.93,OC(=O)c1c(O)c(Cc2ccc(Cl)cc2)nc3c4CCCCc4ccc13
CHEMBL2011934,99.78,COc1ccc(cc1)c2nc3c(NCCCN(C)C(=O)C4CCC4)c(Br)cnc3[nH]2
CHEMBL2088415,99.73,OCc1nc2cc(ccc2s1)S(=O)(=O)Nc3ccc(cc3)C(F)(F)F
CHEMBL1916024,92.32,Nc1nc(nc(N)c1N2CCOCC2)c3nn(Cc4ccccc4F)c5ncccc35
CHEMBL11,87.87,CN(C)CCCN1c2ccccc2CCc3ccccc13
CHEMBL589586,86.05,COC(=O)\C=C\C(=O)O
CHEMBL267894,60.77,CCC1(CCC(C)C)C(=O)NC(=NC1=O)O
CHEMBL907,99.51,CCCCc1nc(Cl)c(C(=O)O)n1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4
CHEMBL1444,51.73,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3
CHEMBL972,72.91,C[C@H](Cc1ccccc1)N(C)CC#C
CHEMBL1161,99.77,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5occc5)C(=O)CCl
CHEMBL1951186,80.65,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCC(CC3)C(=O)O
CHEMBL13976,82.72,CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C
CHEMBL2169920,96.87,Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc3ccc(Cl)c(Cl)c3)c4OCC(=O)Nc14
CHEMBL837,92.32,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4
CHEMBL1231206,84.9,C[C@@H]1CNc2c(sc3ccc4nc(ccc4c23)c5ccc(C)nc5)C(=O)N1
CHEMBL1531981,99.8,Cc1oc(cc1C(=O)Nc2cccc(c2)C(=O)O)c3ccccc3
CHEMBL1320158,97.32,COc1cc(\C=C\C)ccc1Oc2nnnn2c3ccc(cc3)C(=O)N
CHEMBL1222381,92.32,O=C(NC1CC1)c2cc(on2)c3cccs3
CHEMBL2153435,93.1,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14
CHEMBL1464,99.31,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
CHEMBL2324355,98.4,Cc1nocc1C(=O)Nc2ccc(c(N)n2)c3ccccc3OC(F)(F)F
CHEMBL2326624,98.4,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@@H]5COCCN5)c4
CHEMBL1087399,88.35,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4
CHEMBL1950846,59.11,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccccc2)C(C)(C)C
CHEMBL1353474,86.05,Cc1cc(C)c(c(C)c1)S(=O)(=O)NCc2ccncc2
CHEMBL440405,98.7,CS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL315708,96.93,c1ccc(cc1)c2[nH]nc3ccccc23
CHEMBL415,96.26,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13
CHEMBL456324,96.42,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)nc(NC(CO)CO)c2Cl)n[nH]1
CHEMBL230245,95.53,CC(C)S(=O)(=O)N(C)c1cc(cc(NC[C@H]2C[C@@H]2C)n1)C(=O)N[C@@H](Cc3ccccc3)[C@@H](N)CF
CHEMBL898,99.79,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F
CHEMBL2048863,97.66,N[C@H]1CCN(C1)c2c(Cl)cccc2\C=C\3/SC(=O)NC3=O
CHEMBL182997,42.01,CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc2cc(Cl)ccc2CN
CHEMBL2335888,98.09,CN(C(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL1609717,95.72,Fc1ccc(CNC(=O)CCS(=O)(=O)c2ccc(Br)cc2)cc1
CHEMBL1950732,80.29,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCCN(Cc3ccccc3)C2
CHEMBL272705,98.4,C[C@H](CO)Nc1nc(SCc2occc2)nc3NC(=O)Sc13
CHEMBL121,99.74,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3
CHEMBL2098183,99.01,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1
CHEMBL2165187,66.1,CN(C)CCN(Cc1cccc2ccccc12)C3=CC(=NC(=O)N3)N4CCOCC4
CHEMBL2335866,99.8,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4OC)cc1
CHEMBL611,79.55,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4
CHEMBL1916539,69.12,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1
CHEMBL458287,99.1,C[C@H](Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cc3
CHEMBL472524,98.21,CCNC(=O)Nc1nc2cc(ccc2[nH]1)c3cccnc3
CHEMBL1088,92.32,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-]
CHEMBL2178935,87.11,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)N)CC3
CHEMBL1447076,89.49,NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3ccc(F)cc3)c4ccc(Br)cc4
CHEMBL2165058,84,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4
CHEMBL742,42.01,CNC1(CCCCC1=O)c2ccccc2Cl
CHEMBL461950,98.29,Clc1cccc(c1)C(=O)Nc2ccc(Cl)c(c2)C(=O)Nc3cccnc3
CHEMBL2179287,98.89,CC1=CN(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)C(=O)NC1=O
CHEMBL2110569,79.92,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(I)cc3)N2CCCF
CHEMBL594671,99.26,CC(C)[C@H](C(=O)Nc1nccs1)c2ccc(Cl)cc2
CHEMBL481205,84.9,COCCOc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCN(C)CC4
CHEMBL2171039,96.93,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4Cl)cc1Cl
CHEMBL2207278,98.92,O[C@H](CNC(=O)C1=CNC(=O)c2cc(F)ccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1921923,22.38,C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4cncnc4)CCC2CC3)c5ccccc5
CHEMBL1789186,71.05,NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2
CHEMBL445,86.85,CNCCC=C1c2ccccc2CCc3ccccc13
CHEMBL2164042,95.53,Fc1cnc(CCN2C(C(=O)NCc3cccc(OC(F)(F)F)c3)c4ccccc4C2=O)nc1
CHEMBL2337977,90.72,CC(C)(C)NC(=O)NCCN1CC(C1)NC(=O)c2cc(Cl)cc(Cl)c2
CHEMBL1957266,99.14,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C
CHEMBL149434,84.9,CCc1c(C(=O)C(=O)N)c2c(OCC(=O)N)cccc2n1Cc3ccccc3
CHEMBL1289717,83.04,O=C1C=C(C=CN1c2ccc3c(cnn3CCN4CCCC4)c2)c5ccccc5
CHEMBL2059863,98.81,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc([nH]4)C(F)(F)F
CHEMBL2338409,90.32,CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1
CHEMBL7568,88.59,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13
CHEMBL604126,99.94,Cc1cc(Oc2ncc(cc2Cl)C(F)(F)F)ccc1CC3SC(=O)NC3=O
CHEMBL2048868,91.64,COc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3
CHEMBL1957462,99.64,Cc1nn(C)c(C)c1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
CHEMBL2326864,53.45,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1
CHEMBL2059868,93.67,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4[nH]cnc4C
CHEMBL2177908,97.07,NC1=NC(c2ccnc(c2)C(F)(F)F)(c3ccc(F)c(c3)c4cncnc4)c5cccc(F)c15
CHEMBL2180033,93.53,CC1=NC(N=C1N)(C2CC2)c3cccc(c3)c4cncc(Cl)c4
CHEMBL1934414,97.86,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL447983,82.05,C[C@](N)(Cc1ccccc1)c2ccccc2
CHEMBL2152914,91.99,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(c5)C#CC
CHEMBL122,93.1,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3
CHEMBL2062580,98.64,CC(=O)Nc1ccc2c(c1)c(cn2C)c3cc(NC4CC4)n5ncc(C#N)c5n3
CHEMBL1916280,99.41,CCC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL479445,55.73,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C
CHEMBL430381,94.9,OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13
CHEMBL423,27.55,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
CHEMBL1592,95.82,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O
CHEMBL70,20.83,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
CHEMBL2158829,97.32,OC(=O)COc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL2177305,98.29,CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(NC(=O)c5ccc(Cl)cn5)c4
CHEMBL2071493,95.01,CC(C)C(NC(=O)c1ccccc1)C(=O)c2ccc(F)cc2
CHEMBL2170994,91.64,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccc(Cl)cc4)[C@@H](O)[C@H]3O
CHEMBL21731,87.37,CNCCCC12CCC(c3ccccc13)c4ccccc24
CHEMBL2151320,61.31,C[C@H](Nc1ccc2ncn(c3cc(C)[nH]n3)c2n1)c4ncc(F)cn4
CHEMBL193240,99.5,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl
CHEMBL1778636,99.25,OC(=O)COc1ccc(Cl)cc1c2cccc(c2)C#N
CHEMBL2107834,91.46,COC(=O)N(C)c1c(N)nc(nc1N)c2nn(Cc3ccccc3F)c4ncccc24
CHEMBL1671897,99.34,COc1ccc(CC(=O)NCc2ccccc2c3ccccc3C(=O)NCCc4cccnc4)cc1
CHEMBL143305,99.66,Cc1cc(CCCOc2c(Cl)cc(cc2Cl)C3=NCCO3)on1
CHEMBL2216839,98.09,C[C@@H]1CN(Cc2oc(nn2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)C[C@H](C)O1
CHEMBL259081,99.88,O=C1N=C(NCc2ccccc2)SN1Cc3ccccc3
CHEMBL1916547,55.73,COc1ccc2N=NC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL2158839,88.59,OC(=O)[C@H](Cc1ccccc1F)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL480445,74.69,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
CHEMBL85,84.6,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1
CHEMBL1921925,99.68,C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4cc5ccccc5s4)CCC2CC3)c6ccccc6
CHEMBL30054,71.99,Fc1cccnc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl
CHEMBL2152525,83.04,C1CCN(C1)[C@@H]([C@H](N2CCCC2)c3ccccc3)c4ccccc4
CHEMBL1096418,98.21,Nc1scc2C(=NN(C(=O)c12)c3ccc(Cl)cc3)C(=O)NC4CC4
CHEMBL422,99.19,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
CHEMBL1309609,97.07,O=C(CN1CCCCCC1)N2c3ccccc3Sc4ccccc24
CHEMBL1091289,86.85,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
CHEMBL148674,87.62,CCc1c(C(=O)C(=O)N)c2c(OCC(=O)O)cccc2n1Cc3ccccc3
CHEMBL2170979,66.1,CC(C)N(CCCNC(=O)OCc1ccccc1)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34
CHEMBL1807851,75.12,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CC45CC5)nc23
CHEMBL2059861,94.9,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C
